# sqrt_k_eta0 h omega_b omega_cdm A_s n_s
4.18323064e+00 6.86261275e-01 2.18319619e-02 1.16152940e-01 2.04465229e-09 9.64476301e-01
3.46147307e+00 6.93113881e-01 2.19923635e-02 1.19431775e-01 2.12350431e-09 9.62828287e-01
3.36270402e+00 6.89756667e-01 2.18099567e-02 1.23558342e-01 1.94161225e-09 9.68969516e-01
3.08683682e+00 7.13981749e-01 2.20953268e-02 1.21531757e-01 2.12710725e-09 9.63142564e-01
3.94390673e+00 6.79159262e-01 2.19477248e-02 1.23238997e-01 2.03658264e-09 9.73734003e-01
3.58888921e+00 6.51267081e-01 2.21400135e-02 1.23802153e-01 2.22582580e-09 9.64034990e-01
3.49778782e+00 7.24979637e-01 2.18532118e-02 1.24651831e-01 2.07383676e-09 9.73347708e-01
3.63541569e+00 7.14747795e-01 2.17309506e-02 1.22343394e-01 2.03063339e-09 9.67123286e-01
3.51356177e+00 6.88661218e-01 2.17348952e-02 1.14278713e-01 2.03291684e-09 9.61448814e-01
3.67456734e+00 6.82996169e-01 2.18627023e-02 1.20829454e-01 2.07336996e-09 9.66015649e-01
3.34589068e+00 7.13656317e-01 2.18703514e-02 1.21733176e-01 2.11575097e-09 9.70544890e-01
3.60202598e+00 7.09140781e-01 2.19323370e-02 1.22367409e-01 2.15021519e-09 9.61805901e-01
3.56465835e+00 6.85998254e-01 2.19697891e-02 1.16794425e-01 2.21809724e-09 9.62500437e-01
3.72826104e+00 7.06405746e-01 2.18361894e-02 1.19184649e-01 2.20192822e-09 9.63039764e-01
3.41377193e+00 6.80583414e-01 2.19875746e-02 1.22322243e-01 2.19289162e-09 9.66110032e-01
3.47130977e+00 7.20565691e-01 2.18794506e-02 1.20069672e-01 2.11724783e-09 9.63547352e-01
3.69817924e+00 6.98925047e-01 2.20728868e-02 1.17975779e-01 2.07951910e-09 9.70825701e-01
3.85550658e+00 6.86377169e-01 2.17133889e-02 1.15891343e-01 2.09031303e-09 9.66647299e-01
3.43878467e+00 6.78678554e-01 2.19530338e-02 1.18077178e-01 2.13112190e-09 9.69500969e-01
3.74987869e+00 7.01606673e-01 2.17358445e-02 1.29969641e-01 2.05885319e-09 9.61463900e-01
3.59778691e+00 7.06469041e-01 2.20661564e-02 1.18160447e-01 2.03866514e-09 9.66965468e-01
3.54566131e+00 7.01483559e-01 2.22917846e-02 1.17450118e-01 2.14735637e-09 9.70356669e-01
3.84975767e+00 6.81209341e-01 2.21781849e-02 1.26413434e-01 2.07260915e-09 9.63237936e-01
3.90357169e+00 7.01222591e-01 2.21277286e-02 1.23339863e-01 2.09899976e-09 9.59691181e-01
3.81596505e+00 7.07206146e-01 2.19478842e-02 1.20480506e-01 2.14161866e-09 9.66749690e-01
3.55254788e+00 7.07210828e-01 2.19326757e-02 1.20216148e-01 2.09751184e-09 9.55621410e-01
3.76821890e+00 6.70299186e-01 2.16619396e-02 1.16853656e-01 2.00983616e-09 9.66176538e-01
3.73487683e+00 7.10036463e-01 2.17196216e-02 1.26351269e-01 2.22034039e-09 9.65052438e-01
3.63091378e+00 6.99799968e-01 2.21878383e-02 1.28129164e-01 2.24973430e-09 9.68485781e-01
3.64320869e+00 7.11196411e-01 2.19693323e-02 1.23976204e-01 2.03674915e-09 9.63025570e-01
3.77923017e+00 6.95091626e-01 2.16384167e-02 1.22039819e-01 2.17854177e-09 9.70705337e-01
3.59420149e+00 6.84769184e-01 2.18130880e-02 1.20537534e-01 2.14500819e-09 9.58291191e-01
3.34615680e+00 6.91871644e-01 2.19578620e-02 1.23206885e-01 2.22827829e-09 9.66677793e-01
3.63007353e+00 6.84777809e-01 2.19366437e-02 1.18740899e-01 2.16995925e-09 9.69857588e-01
3.59010815e+00 6.87685805e-01 2.21878381e-02 1.22126410e-01 2.14668157e-09 9.67290368e-01
3.33022481e+00 7.14088744e-01 2.17972295e-02 1.21118954e-01 1.98050331e-09 9.70009088e-01
3.65202258e+00 6.96883238e-01 2.21347455e-02 1.22096216e-01 2.16765255e-09 9.63391267e-01
3.72954960e+00 6.67568270e-01 2.18032630e-02 1.20084827e-01 2.20249337e-09 9.58768808e-01
3.59164069e+00 7.09016625e-01 2.18557015e-02 1.15598176e-01 2.13417591e-09 9.68490508e-01
3.83091738e+00 7.06412447e-01 2.19988372e-02 1.17850169e-01 2.06031313e-09 9.68232656e-01
4.03365919e+00 7.10867176e-01 2.22149329e-02 1.18497734e-01 2.06014905e-09 9.65760355e-01
3.78816282e+00 7.24925052e-01 2.17573360e-02 1.16462365e-01 2.17208352e-09 9.68507870e-01
3.60286814e+00 6.86536258e-01 2.20126950e-02 1.26040704e-01 2.18234737e-09 9.66393332e-01
3.75715234e+00 6.74632721e-01 2.20509608e-02 1.18743640e-01 2.17969948e-09 9.68003859e-01
3.51089749e+00 6.87423149e-01 2.20924281e-02 1.17995638e-01 1.98998221e-09 9.66554483e-01
3.67392954e+00 6.85426465e-01 2.20191499e-02 1.20002335e-01 1.91983712e-09 9.64918391e-01
3.56735877e+00 6.86159324e-01 2.20066247e-02 1.18089160e-01 2.14638314e-09 9.69780059e-01
3.65028652e+00 7.15709336e-01 2.19257722e-02 1.23168814e-01 2.19780142e-09 9.64813950e-01
3.60237356e+00 7.01513530e-01 2.19945174e-02 1.14234666e-01 2.13665221e-09 9.67308164e-01
3.70479385e+00 7.09877596e-01 2.20781265e-02 1.18172411e-01 2.24981778e-09 9.63703472e-01
3.64620011e+00 7.29832194e-01 2.19726945e-02 1.25348068e-01 2.03809902e-09 9.66034750e-01
3.74390775e+00 6.70901921e-01 2.19941445e-02 1.20885197e-01 2.02899382e-09 9.65709983e-01
3.53418374e+00 6.91492374e-01 2.18311350e-02 1.20491430e-01 2.20719789e-09 9.64551466e-01
3.46984523e+00 6.69417434e-01 2.17769563e-02 1.13151737e-01 2.08644844e-09 9.62515912e-01
3.72682074e+00 7.14694561e-01 2.17941436e-02 1.09803855e-01 2.14714169e-09 9.67302781e-01
3.47316022e+00 6.93681886e-01 2.17747156e-02 1.19362211e-01 2.18393707e-09 9.65464490e-01
3.68064304e+00 6.88118604e-01 2.22600926e-02 1.20211205e-01 2.15823623e-09 9.66095749e-01
3.69592043e+00 7.19593731e-01 2.17345928e-02 1.20749182e-01 2.29313219e-09 9.66749232e-01
3.72791472e+00 6.92570288e-01 2.18534200e-02 1.15392146e-01 2.17104882e-09 9.64741415e-01
3.74501328e+00 7.06529218e-01 2.19541130e-02 1.16225790e-01 2.09502427e-09 9.65550916e-01
3.61031967e+00 7.37866929e-01 2.20589945e-02 1.10992000e-01 2.11307689e-09 9.69131869e-01
3.53717812e+00 7.28371321e-01 2.19948655e-02 1.17143487e-01 2.12976965e-09 9.64866891e-01
3.85595467e+00 6.79676704e-01 2.20333624e-02 1.18775495e-01 1.91952249e-09 9.56992251e-01
3.07525802e+00 7.05460073e-01 2.20287932e-02 1.22368909e-01 1.97502402e-09 9.76064889e-01
3.53784409e+00 6.91923497e-01 2.20617959e-02 1.18450730e-01 1.98704258e-09 9.62959342e-01
3.69381813e+00 7.10341939e-01 2.21626028e-02 1.15189104e-01 2.07137848e-09 9.52577455e-01
3.52619818e+00 7.02629176e-01 2.14918333e-02 1.26474439e-01 2.15048038e-09 9.66853386e-01
3.33020010e+00 7.30345716e-01 2.20859505e-02 1.23012152e-01 2.02650178e-09 9.64502553e-01
3.73544126e+00 7.07282027e-01 2.18553976e-02 1.21195866e-01 1.97707096e-09 9.66797386e-01
3.78824941e+00 7.19849111e-01 2.20283579e-02 1.24205079e-01 2.01626384e-09 9.72374848e-01
3.73391356e+00 6.89499972e-01 2.18876488e-02 1.23819465e-01 1.95683748e-09 9.59608426e-01
3.78123360e+00 7.21742333e-01 2.20023931e-02 1.15288358e-01 2.06637302e-09 9.71363440e-01
4.03074064e+00 6.91002391e-01 2.19371972e-02 1.18691682e-01 2.02476764e-09 9.66267712e-01
3.70479210e+00 6.71707256e-01 2.20246582e-02 1.07903558e-01 1.98315868e-09 9.61445345e-01
3.62228197e+00 7.43980575e-01 2.18579863e-02 1.17051300e-01 2.13591144e-09 9.62829443e-01
3.54461883e+00 7.07536532e-01 2.24951897e-02 1.21039750e-01 2.23764147e-09 9.62871190e-01
3.28080506e+00 7.27191055e-01 2.22968144e-02 1.27848864e-01 2.11404463e-09 9.65444566e-01
3.50242109e+00 6.85280632e-01 2.21815691e-02 1.17846063e-01 2.04365113e-09 9.57091849e-01
3.49059136e+00 6.81037505e-01 2.16341240e-02 1.18978663e-01 2.15559040e-09 9.63204999e-01
3.45679758e+00 6.78369352e-01 2.19628429e-02 1.18218984e-01 2.12295855e-09 9.64417967e-01
3.21445018e+00 6.92291341e-01 2.21042554e-02 1.16921555e-01 1.95108796e-09 9.68156640e-01
3.81022844e+00 7.01133284e-01 2.16244269e-02 1.18418817e-01 2.13784196e-09 9.73840946e-01
3.56691287e+00 7.27946270e-01 2.20136638e-02 1.19468265e-01 2.13403039e-09 9.66045878e-01
3.57885690e+00 6.81201339e-01 2.19542683e-02 1.15696546e-01 2.14644912e-09 9.69265216e-01
3.29051541e+00 7.23777484e-01 2.20297403e-02 1.20607623e-01 2.15935282e-09 9.64416845e-01
3.75658118e+00 6.96241816e-01 2.23226149e-02 1.20131759e-01 2.25270582e-09 9.58238412e-01
3.89974643e+00 7.36207241e-01 2.21308696e-02 1.20835719e-01 2.00638092e-09 9.60568805e-01
3.58194424e+00 7.06775900e-01 2.18853275e-02 1.27209786e-01 2.07309079e-09 9.64465139e-01
3.58075504e+00 7.02131571e-01 2.17918025e-02 1.14880525e-01 2.13210087e-09 9.63573213e-01
3.41403156e+00 6.69292723e-01 2.18980977e-02 1.25428716e-01 2.00129970e-09 9.66438203e-01
3.87900592e+00 7.34261243e-01 2.20450944e-02 1.25675434e-01 2.20964392e-09 9.69677661e-01
3.47807321e+00 6.85569474e-01 2.17753504e-02 1.24100581e-01 2.13700886e-09 9.64171578e-01
3.61195459e+00 6.94820789e-01 2.20062394e-02 1.28049906e-01 2.12880787e-09 9.57871507e-01
3.44603988e+00 7.04277002e-01 2.16877595e-02 1.14729403e-01 2.13760952e-09 9.69780591e-01
3.78106373e+00 7.08196287e-01 2.21539274e-02 1.22350360e-01 2.04591579e-09 9.58954428e-01
3.45511633e+00 6.76317762e-01 2.20195073e-02 1.15384694e-01 2.01514816e-09 9.64052966e-01
3.74210240e+00 6.95601632e-01 2.22533034e-02 1.21222284e-01 2.04171091e-09 9.56492116e-01
3.68808082e+00 6.66264555e-01 2.18501963e-02 1.26439080e-01 1.99692335e-09 9.65802276e-01
3.18845079e+00 7.04636970e-01 2.17259984e-02 1.23379636e-01 2.20500229e-09 9.58047726e-01
3.52297720e+00 6.81863913e-01 2.21926346e-02 1.20303460e-01 1.99598527e-09 9.65635382e-01
3.91959185e+00 6.91685403e-01 2.18861973e-02 1.21652841e-01 2.02828018e-09 9.64793095e-01
3.25700633e+00 6.97191976e-01 2.21851744e-02 1.20274432e-01 2.01737938e-09 9.66836191e-01
3.41671290e+00 7.21601113e-01 2.22217232e-02 1.25313717e-01 2.18432883e-09 9.65729815e-01
3.78557054e+00 7.03104075e-01 2.19478826e-02 1.22480941e-01 2.05539061e-09 9.58652156e-01
3.89467579e+00 6.88340510e-01 2.21178049e-02 1.21967494e-01 2.04596975e-09 9.69489729e-01
3.41348297e+00 6.89658634e-01 2.20166492e-02 1.18185313e-01 2.32311326e-09 9.69560808e-01
3.61826275e+00 6.82267102e-01 2.20811878e-02 1.19397776e-01 1.93443372e-09 9.63104370e-01
3.91610857e+00 7.01894438e-01 2.20068675e-02 1.21134080e-01 2.05845906e-09 9.60600568e-01
3.80591166e+00 7.16561546e-01 2.22328232e-02 1.17637478e-01 1.96757690e-09 9.68530242e-01
3.41383841e+00 7.01684226e-01 2.20381247e-02 1.11491718e-01 2.03426382e-09 9.63260248e-01
3.22568712e+00 7.03329381e-01 2.21253312e-02 1.15982574e-01 2.08439714e-09 9.61686735e-01
3.37027504e+00 6.99773784e-01 2.19816791e-02 1.18667651e-01 2.22570337e-09 9.64784590e-01
3.72843248e+00 7.27702154e-01 2.17980394e-02 1.23237625e-01 2.02632794e-09 9.65829234e-01
3.36523441e+00 6.94679645e-01 2.20035521e-02 1.20506544e-01 2.26661060e-09 9.67766504e-01
2.89381770e+00 6.88476500e-01 2.18498705e-02 1.20101772e-01 2.18406220e-09 9.63233688e-01
3.62163185e+00 7.25563895e-01 2.20283133e-02 1.25904499e-01 2.09244982e-09 9.70959350e-01
3.94992513e+00 6.89909468e-01 2.20957158e-02 1.12512516e-01 2.01316452e-09 9.69718519e-01
3.83389424e+00 6.91022576e-01 2.18181205e-02 1.20580567e-01 2.21617589e-09 9.66982687e-01
3.87378390e+00 7.16510915e-01 2.18423089e-02 1.12635705e-01 2.16715026e-09 9.68984143e-01
3.66758976e+00 6.98107892e-01 2.18754860e-02 1.21078406e-01 2.06493251e-09 9.61793655e-01
3.82533490e+00 6.86251296e-01 2.20426781e-02 1.16666104e-01 2.21518965e-09 9.70528920e-01
3.12785406e+00 6.99851693e-01 2.20677939e-02 1.10350941e-01 2.35084373e-09 9.63135805e-01
3.57586865e+00 7.39822850e-01 2.21187143e-02 1.19463789e-01 2.23607960e-09 9.58057444e-01
4.00546160e+00 7.17630413e-01 2.20419083e-02 1.19936646e-01 2.16994053e-09 9.63311713e-01
3.83714773e+00 7.02202942e-01 2.24644433e-02 1.20077677e-01 2.17887720e-09 9.61666435e-01
3.56355394e+00 6.79152074e-01 2.20160356e-02 1.24461242e-01 2.02276541e-09 9.58785374e-01
3.77453409e+00 6.83719147e-01 2.17834042e-02 1.14462744e-01 2.00825729e-09 9.62629133e-01
4.02399796e+00 6.63288473e-01 2.17958205e-02 1.25134856e-01 2.21034855e-09 9.68380573e-01
3.50342412e+00 6.94473487e-01 2.19089510e-02 1.18232257e-01 2.17743633e-09 9.68849198e-01
3.45957800e+00 6.80041418e-01 2.22544912e-02 1.23296632e-01 2.02182498e-09 9.65610962e-01
3.40904024e+00 7.15773205e-01 2.17827586e-02 1.24777758e-01 2.13836923e-09 9.65341140e-01
3.55836857e+00 6.91210730e-01 2.18303224e-02 1.20047923e-01 2.07785882e-09 9.67322515e-01
3.80144472e+00 6.83099997e-01 2.17256656e-02 1.18322821e-01 1.97923687e-09 9.68514607e-01
3.34342140e+00 6.65390512e-01 2.20995417e-02 1.18891293e-01 2.09929023e-09 9.63566141e-01
3.37292871e+00 7.07816080e-01 2.20567684e-02 1.21533004e-01 2.05911591e-09 9.69671088e-01
3.50019945e+00 7.19069353e-01 2.22688800e-02 1.14646398e-01 2.11387858e-09 9.66343911e-01
3.77361877e+00 6.94941437e-01 2.20867717e-02 1.15820593e-01 2.04595386e-09 9.58416976e-01
3.53885306e+00 7.10098365e-01 2.16738945e-02 1.20294132e-01 2.16920139e-09 9.62248982e-01
3.50361118e+00 6.66995232e-01 2.18447093e-02 1.17749472e-01 2.12384984e-09 9.56820877e-01
3.65312195e+00 7.14414194e-01 2.15569047e-02 1.16432469e-01 2.17136307e-09 9.66844544e-01
3.48339653e+00 6.98786101e-01 2.19302050e-02 1.21092400e-01 2.16915117e-09 9.63205190e-01
3.72655296e+00 6.76082606e-01 2.21811591e-02 1.21961098e-01 2.12849391e-09 9.70959612e-01
3.36163298e+00 7.00615753e-01 2.18678354e-02 1.26344758e-01 2.20581646e-09 9.62822493e-01
3.57212323e+00 6.88853209e-01 2.20437669e-02 1.22108092e-01 2.02465676e-09 9.61848378e-01
3.76261540e+00 6.95655942e-01 2.21174286e-02 1.16925773e-01 2.05578709e-09 9.61861127e-01
3.70737995e+00 6.97006030e-01 2.18298405e-02 1.27156156e-01 2.25109042e-09 9.63108128e-01
3.74826734e+00 6.88665813e-01 2.16499405e-02 1.19459050e-01 2.15840987e-09 9.61917631e-01
3.78036882e+00 7.16575618e-01 2.20633681e-02 1.21864562e-01 2.00868623e-09 9.63368783e-01
3.24162430e+00 7.23150033e-01 2.20792124e-02 1.20149610e-01 2.08914700e-09 9.67135243e-01
3.48758220e+00 7.06557891e-01 2.21814430e-02 1.18424650e-01 2.04615907e-09 9.68195421e-01
3.32951036e+00 7.44287011e-01 2.19589586e-02 1.17737676e-01 2.09478958e-09 9.61463560e-01
3.60790864e+00 6.91236789e-01 2.18058827e-02 1.19003733e-01 2.19910272e-09 9.64508834e-01
3.60320423e+00 6.99432122e-01 2.16672737e-02 1.20931530e-01 2.12112503e-09 9.69278319e-01
3.64196679e+00 7.03998820e-01 2.23659434e-02 1.29622341e-01 2.16697794e-09 9.59011987e-01
3.68966339e+00 7.40821153e-01 2.21654691e-02 1.17815504e-01 2.15282740e-09 9.72644929e-01
3.50806577e+00 7.12638257e-01 2.17195961e-02 1.18096604e-01 2.07028928e-09 9.64382043e-01
3.47731175e+00 6.99829129e-01 2.20306657e-02 1.19952824e-01 1.99047850e-09 9.66318592e-01
4.04834988e+00 6.66445330e-01 2.20913135e-02 1.20416484e-01 1.99532617e-09 9.68362513e-01
3.35063400e+00 6.99430976e-01 2.19093542e-02 1.16762124e-01 1.90659679e-09 9.64891071e-01
3.31670645e+00 6.77003609e-01 2.18705807e-02 1.14174044e-01 2.12590248e-09 9.60882129e-01
3.33884255e+00 6.77653537e-01 2.20474383e-02 1.12609911e-01 2.24192578e-09 9.71883882e-01
3.84377505e+00 7.17858825e-01 2.17595429e-02 1.17942299e-01 2.10014822e-09 9.66996734e-01
3.66659383e+00 6.96510520e-01 2.21324956e-02 1.19551706e-01 2.22157037e-09 9.64829128e-01
3.45486444e+00 7.20639676e-01 2.21164658e-02 1.17109670e-01 2.27304281e-09 9.66288652e-01
3.59548055e+00 7.39893865e-01 2.19761443e-02 1.26377727e-01 2.16094929e-09 9.69046435e-01
3.91610997e+00 7.19087104e-01 2.15864489e-02 1.21398591e-01 1.88927594e-09 9.61548586e-01
4.03045882e+00 6.99865889e-01 2.17570554e-02 1.22619955e-01 2.29280308e-09 9.60373520e-01
3.52186999e+00 7.08016082e-01 2.18251020e-02 1.15756444e-01 2.09022931e-09 9.62234610e-01
3.15247627e+00 6.96688485e-01 2.20017965e-02 1.09579793e-01 2.20853281e-09 9.63921571e-01
3.73480377e+00 7.12596998e-01 2.18828036e-02 1.19579602e-01 2.13690149e-09 9.64353319e-01
3.84864880e+00 6.73139395e-01 2.20870469e-02 1.25470506e-01 2.27335936e-09 9.62312773e-01
3.36194384e+00 7.01428782e-01 2.20467393e-02 1.21229720e-01 1.97718539e-09 9.71914103e-01
3.45573207e+00 7.19961788e-01 2.20790265e-02 1.24080608e-01 2.02157456e-09 9.57499183e-01
3.66731066e+00 7.16181734e-01 2.21185453e-02 1.18012361e-01 1.99945605e-09 9.67039896e-01
3.54593192e+00 6.95670020e-01 2.22060887e-02 1.22701743e-01 2.09560426e-09 9.62585435e-01
3.52614466e+00 6.80431582e-01 2.22356257e-02 1.08526174e-01 2.11079962e-09 9.67418274e-01
3.47575580e+00 7.41083618e-01 2.17577345e-02 1.15849894e-01 2.17092967e-09 9.63078673e-01
3.42867050e+00 7.23317293e-01 2.20561689e-02 1.16595453e-01 2.07799222e-09 9.60563584e-01
3.73263363e+00 6.86799964e-01 2.19323841e-02 1.22539908e-01 2.02839353e-09 9.65091474e-01
3.57335023e+00 6.97663512e-01 2.20070066e-02 1.12829304e-01 1.91705976e-09 9.64406049e-01
3.60999064e+00 6.73420178e-01 2.19098657e-02 1.15910353e-01 1.98344181e-09 9.61272901e-01
3.60987051e+00 7.10606568e-01 2.22036560e-02 1.20775719e-01 2.18767072e-09 9.66133833e-01
3.31857323e+00 6.90528199e-01 2.18294092e-02 1.25690510e-01 1.99967024e-09 9.72495282e-01
3.33755288e+00 6.91031537e-01 2.18061653e-02 1.27286017e-01 2.11796968e-09 9.69220223e-01
3.42001875e+00 7.01518685e-01 2.19223458e-02 1.23101115e-01 1.96239534e-09 9.64320536e-01
3.70546283e+00 7.01672121e-01 2.18126963e-02 1.20425248e-01 2.07538309e-09 9.58921039e-01
3.59071616e+00 7.19133685e-01 2.18998428e-02 1.19626316e-01 2.21491232e-09 9.64237604e-01
3.46650071e+00 6.94330244e-01 2.18313647e-02 1.20443251e-01 2.08634451e-09 9.58069656e-01
3.52261394e+00 6.64196996e-01 2.21012273e-02 1.12636279e-01 1.89341756e-09 9.64666855e-01
3.72276737e+00 6.67087545e-01 2.23677770e-02 1.19477866e-01 2.07946754e-09 9.60330909e-01
3.72345206e+00 7.07286829e-01 2.17328505e-02 1.29479718e-01 1.99200658e-09 9.65997915e-01
3.32501699e+00 6.99620781e-01 2.19840170e-02 1.22030845e-01 2.11573751e-09 9.60999738e-01
3.60714752e+00 6.78827146e-01 2.21120662e-02 1.28243454e-01 2.19435692e-09 9.65118569e-01
3.20883498e+00 6.90733713e-01 2.18908731e-02 1.11859655e-01 2.00323737e-09 9.61456361e-01
3.37854958e+00 6.72741806e-01 2.18411045e-02 1.15902713e-01 2.25639392e-09 9.62783825e-01
3.81185663e+00 7.10435975e-01 2.21116434e-02 1.14592505e-01 2.11819581e-09 9.65736883e-01
3.42472694e+00 7.01838467e-01 2.18200771e-02 1.23966508e-01 2.02340460e-09 9.65969131e-01
3.69417166e+00 7.19239053e-01 2.17932989e-02 1.20812438e-01 2.03063560e-09 9.65465592e-01
3.73086264e+00 6.86138153e-01 2.18897537e-02 1.15745488e-01 2.21625656e-09 9.65981634e-01
3.49969324e+00 7.09017796e-01 2.20742168e-02 1.17326333e-01 1.94204874e-09 9.64292888e-01
3.83125451e+00 6.98393542e-01 2.22845645e-02 1.22085097e-01 2.16269451e-09 9.68012670e-01
3.37717568e+00 6.92012098e-01 2.18460021e-02 1.16479541e-01 2.27007886e-09 9.64886327e-01
3.45065577e+00 6.82788176e-01 2.23395724e-02 1.21927036e-01 2.17852106e-09 9.57472088e-01
3.70984782e+00 7.18852235e-01 2.21377202e-02 1.23245031e-01 2.03886762e-09 9.68317028e-01
3.77173032e+00 6.73243262e-01 2.18785447e-02 1.14900596e-01 2.16065396e-09 9.63722366e-01
3.50012003e+00 7.35267246e-01 2.22588497e-02 1.15600282e-01 2.11923442e-09 9.74139184e-01
3.13915451e+00 7.16275995e-01 2.17498653e-02 1.25560487e-01 2.01340958e-09 9.60982837e-01
3.43677598e+00 7.25721968e-01 2.24090856e-02 1.26619655e-01 2.20640205e-09 9.70933310e-01
3.80972360e+00 7.13289360e-01 2.21592014e-02 1.14509816e-01 2.07875304e-09 9.61141398e-01
3.45616745e+00 7.06882262e-01 2.20936445e-02 1.18382990e-01 2.27456341e-09 9.69937609e-01
3.61753578e+00 7.09561246e-01 2.15685008e-02 1.18428229e-01 2.02646657e-09 9.68086196e-01
4.06597445e+00 6.45734502e-01 2.16947331e-02 1.25692936e-01 1.96982322e-09 9.63731208e-01
3.75358161e+00 6.83954387e-01 2.16235524e-02 1.22353664e-01 2.10443617e-09 9.66812968e-01
3.44539326e+00 6.69250131e-01 2.18032305e-02 1.18438009e-01 2.00529188e-09 9.63302065e-01
3.36504801e+00 6.81970500e-01 2.18178927e-02 1.18821185e-01 1.95536463e-09 9.60233547e-01
3.54308499e+00 6.90101743e-01 2.15854512e-02 1.22884747e-01 2.02672342e-09 9.65875655e-01
3.41126892e+00 6.86705371e-01 2.19475035e-02 1.26263428e-01 2.15905832e-09 9.68284549e-01
3.51923932e+00 6.94873281e-01 2.19077979e-02 1.16400142e-01 2.08700270e-09 9.64965848e-01
3.59170716e+00 6.94418156e-01 2.19758244e-02 1.23512025e-01 2.14062689e-09 9.61746542e-01
3.81140675e+00 6.97198197e-01 2.20577844e-02 1.21565658e-01 2.15192344e-09 9.62533072e-01
3.45772904e+00 7.08481111e-01 2.19354574e-02 1.17253506e-01 2.06586148e-09 9.65489996e-01
3.25888991e+00 6.98675155e-01 2.20479664e-02 1.15102777e-01 2.15552757e-09 9.69790199e-01
3.63202515e+00 7.07541071e-01 2.21817189e-02 1.22573144e-01 1.96409558e-09 9.69040680e-01
3.72085603e+00 6.56674049e-01 2.20293371e-02 1.20394993e-01 2.02609781e-09 9.68167066e-01
3.67736073e+00 6.81089357e-01 2.22114997e-02 1.18698337e-01 2.16274610e-09 9.65034514e-01
3.58173189e+00 6.99578958e-01 2.23182446e-02 1.21784887e-01 2.12113437e-09 9.69848829e-01
3.23309887e+00 6.77276502e-01 2.19764622e-02 1.15138617e-01 2.04853322e-09 9.65957752e-01
3.92517340e+00 6.82028608e-01 2.20876446e-02 1.21496182e-01 2.07786741e-09 9.59986383e-01
3.38904466e+00 6.63114019e-01 2.16297294e-02 1.17332368e-01 2.03203243e-09 9.64955580e-01
3.83252487e+00 7.18593762e-01 2.23988766e-02 1.16088365e-01 2.17781073e-09 9.72900201e-01
3.96661485e+00 7.07815739e-01 2.20273498e-02 1.22584156e-01 1.94342484e-09 9.68905739e-01
3.34357005e+00 7.24454918e-01 2.20982786e-02 1.09775036e-01 2.11255262e-09 9.63149433e-01
3.44092416e+00 6.72312531e-01 2.18560244e-02 1.18279387e-01 2.15555324e-09 9.63346502e-01
3.06855963e+00 7.35162302e-01 2.18093529e-02 1.12262138e-01 2.05325567e-09 9.61602947e-01
3.15868433e+00 6.71707090e-01 2.22977272e-02 1.22321052e-01 2.17570558e-09 9.65904965e-01
3.43809159e+00 7.02990595e-01 2.18617349e-02 1.22952900e-01 2.21665974e-09 9.64454806e-01
3.86632957e+00 6.99357348e-01 2.22581631e-02 1.18442173e-01 2.17955946e-09 9.67340765e-01
3.61017285e+00 7.21037076e-01 2.20880381e-02 1.25782045e-01 2.00991403e-09 9.68365389e-01
3.60778922e+00 6.69734221e-01 2.18107277e-02 1.16064490e-01 2.09593097e-09 9.66343937e-01
3.49404126e+00 6.86142583e-01 2.22676603e-02 1.18989665e-01 2.01918612e-09 9.70765355e-01
3.82478144e+00 7.05006254e-01 2.20896976e-02 1.17084174e-01 2.02205547e-09 9.61561299e-01
3.81981122e+00 6.95645304e-01 2.22773831e-02 1.26070459e-01 2.12972451e-09 9.62865385e-01
3.74428480e+00 7.25520275e-01 2.19864218e-02 1.16731643e-01 1.92638305e-09 9.63071957e-01
3.51210885e+00 7.32191527e-01 2.21412944e-02 1.22706933e-01 2.14795929e-09 9.61242661e-01
3.82952935e+00 6.72203972e-01 2.19326002e-02 1.18104416e-01 2.12301868e-09 9.66808528e-01
3.37203511e+00 7.07967526e-01 2.21252859e-02 1.18978693e-01 2.07408444e-09 9.67114174e-01
3.78069647e+00 7.07614423e-01 2.20011001e-02 1.20311802e-01 1.98125455e-09 9.58556434e-01
3.64897174e+00 7.01022982e-01 2.21154166e-02 1.21291663e-01 2.06818617e-09 9.64330397e-01
3.70164427e+00 7.34417779e-01 2.17158768e-02 1.15078724e-01 2.11832388e-09 9.68422325e-01
3.84425776e+00 6.99715848e-01 2.20373595e-02 1.20940639e-01 1.98208993e-09 9.69480379e-01
3.88050391e+00 7.18030417e-01 2.17793488e-02 1.09199436e-01 2.14107829e-09 9.64851519e-01
3.85643167e+00 7.00371268e-01 2.22580865e-02 1.20207707e-01 2.09300437e-09 9.56348213e-01
3.77669979e+00 7.39763742e-01 2.20069545e-02 1.16226286e-01 1.89865511e-09 9.63777735e-01
3.79602378e+00 7.25311838e-01 2.22945274e-02 1.19637936e-01 2.25407352e-09 9.67702539e-01
3.59565871e+00 7.15297460e-01 2.18413429e-02 1.20448689e-01 1.92777957e-09 9.66304755e-01
4.02080297e+00 6.93148692e-01 2.18037907e-02 1.18142879e-01 2.07006707e-09 9.61958977e-01
3.71950371e+00 7.25878118e-01 2.19448579e-02 1.26965707e-01 2.13890161e-09 9.69193251e-01
3.83681255e+00 6.78456559e-01 2.15747609e-02 1.17661112e-01 2.14042653e-09 9.58196492e-01
